source,doc_id,pdf_url,emp_name,union_name,filename,output_path,status,bytes,sha256,content_type,error
dol,2451,https://olmsapps.dol.gov/olpdr/GetAttachmentServlet?docId=2451,CENTERPLATE HOSPITALITY VENTURE EMPLOYER,UNITE HERE 737,dol_2451_CENTERPLATE_HOSPITALITY_VENTURE_EMPLOYER.pdf,data/samples/raw_pdfs/dol_2451_CENTERPLATE_HOSPITALITY_VENTURE_EMPLOYER.pdf,downloaded,2138619,5f918c8cba58f0d2407af0197a5f38ecd794ce3b2557c13345676abf022dd129,application/pdf;name=CenterplateHospitalityVentureEmployer_K9835_080418.pdf,
dol,2452,https://olmsapps.dol.gov/olpdr/GetAttachmentServlet?docId=2452,AIMBRIDGE EMPLOYEE SERVICE CORP.,UNITE HERE 737,dol_2452_AIMBRIDGE_EMPLOYEE_SERVICE_CORP.pdf,data/samples/raw_pdfs/dol_2452_AIMBRIDGE_EMPLOYEE_SERVICE_CORP.pdf,downloaded,18096398,ed228bed16a00c66e054ad3f268b7c76bac2e1ee891d32ae67569e76093712d2,application/pdf;name=AimbridgeEmployeeServiceCorp_K9836_012421.pdf,
dol,2453,https://olmsapps.dol.gov/olpdr/GetAttachmentServlet?docId=2453,PALMAS SERVICES (SAN ANGEL INN AND SPRINGS FOOD SERVICES) (FULL TIME),UNITE HERE 737,dol_2453_PALMAS_SERVICES_SAN_ANGEL_INN_AND_SPRINGS_FOOD_SERVICES_FULL.pdf,data/samples/raw_pdfs/dol_2453_PALMAS_SERVICES_SAN_ANGEL_INN_AND_SPRINGS_FOOD_SERVICES_FULL.pdf,downloaded,4038813,9f00616e8e23a7d7295dbf15e79b0d85c35ba44dea7f793b5eaeac25a0c9f9d8,application/pdf;name=PalmasServicesFT_K9837_033118.pdf,
dol,2454,https://olmsapps.dol.gov/olpdr/GetAttachmentServlet?docId=2454,PALMAS SERVICES (SAN ANGEL INN AND SPRINGS FOOD SERVICES) (PART TIME),UNITE HERE 737,dol_2454_PALMAS_SERVICES_SAN_ANGEL_INN_AND_SPRINGS_FOOD_SERVICES_PART.pdf,data/samples/raw_pdfs/dol_2454_PALMAS_SERVICES_SAN_ANGEL_INN_AND_SPRINGS_FOOD_SERVICES_PART.pdf,downloaded,6361406,e59819c580be161bdd068a5ebdb7d2dc06c289c5a72b846dedbd6c10c0273c87,application/pdf;name=PalmasServicesPT_K9838_033118.pdf,
dol,2455,https://olmsapps.dol.gov/olpdr/GetAttachmentServlet?docId=2455,HILTON MANAGEMENT LLC (ORLANDO BUENA VISTA PALACE),UNITE HERE 737,dol_2455_HILTON_MANAGEMENT_LLC_ORLANDO_BUENA_VISTA_PALACE.pdf,data/samples/raw_pdfs/dol_2455_HILTON_MANAGEMENT_LLC_ORLANDO_BUENA_VISTA_PALACE.pdf,downloaded,1826276,33845604945b042ded2655cf37242355c929d4d722aa967a93d5afdca891f645,application/pdf;name=HiltonManagementLLC_K9839_123119.pdf,
