"Employer Name","CBA File","Location","Union","Expiration Date","NAICS*","#Wrkrs","Type"
"SOUTHERN CA CONTRACTORS (INDEPENDENTS)",1118,"CA SOUTHERN","PLUMBERS AFL-CIO (PPF) 16","Jun 30, 2008","23822","11000","PRIVATE"
"SOUTHERN CA DRYWALL FINISHERS",1311,"CA FULLERTON","PAINTERS AFL-CIO (PAT) 36","Sep 30, 2006","23831","1000","PRIVATE"
"SOUTHERN CA DRYWALL/LATHING MASTER AGMT",980,"CA SOUTHERN"," (UBC) SCCC","Jun 30, 2006","23831","1000","PRIVATE"
"SOUTHERN CA GENERAL CONTRACTORS",1117,"CA SOUTHERN","PLASTERERS AND CEMENT MASONS AFL-CIO (OPCM) 500","Jun 30, 2009","238140","1730","PRIVATE"
"SOUTHERN CA MAINTENANCE CONTRACTORS MARKET AGREEMENT",538,"CA SOUTHERN","SERVICE EMPLOYEES (SEIU) 1877","Feb 28, 2009","445110","1800","PRIVATE"
"SOUTHERN CA MECHANICAL CONTRACTORS ASSOCIATION",1119,"CA SOUTHERN","PLUMBERS AFL-CIO (PPF) 16","Jun 30, 2008","23822","11000","PRIVATE"
"SOUTHERN CALIFORNIA ASSOC. OF CIVIL ENGINEERS & LAND SURVEYORS",4190,"CA","ENGINEERS, OPERATING, AFL-CIO (IUOE) 12 ","Sep 30, 2025",,,"PRIVATE"
"SOUTHERN CALIFORNIA CONTRACTORS ASSOCIATION, INC.",2140,"CA","LABORERS  (LIUNA) 1184","Jun 30, 2018","237310",,"PRIVATE"
"SOUTHERN CALIFORNIA EDISON CO",526,"CA","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) 47","Dec 31, 2008","221210","1468","PRIVATE"
"SOUTHERN CALIFORNIA EDISON CO",527,"CA","UTILITY WORKERS AFL-CIO (UWU) 246","Jun 30, 2008","221210","1468","PRIVATE"
"SOUTHERN CALIFORNIA EDISON CO",528,"CA SOUTHERN","UTILITY WORKERS AFL-CIO (UWU) 246","Jun 30, 2008","221210","1468","PRIVATE"
"SOUTHERN CALIFORNIA EDISON CO.",477,"CA","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) 47","Dec 31, 2008","221210","4250","PRIVATE"
"SOUTHERN CALIFORNIA EDISON CO.",478,"CA","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) 47","Dec 31, 2005","221210","4250","PRIVATE"
"SOUTHERN CALIFORNIA EDISON CO.",479,"CA","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) 47","Dec 31, 2008","221210","4250","PRIVATE"
"SOUTHERN CALIFORNIA GAS CO.",489,"CA SOUTHERN"," (UWU, ICW) -","Dec 31, 2004","221210","5800","PRIVATE"
"SOUTHERN CALIFORNIA GENERAL CONTRACTORS",1148,"CA SOUTHERN","LABORERS  (LIUNA) 0 GEORGIA-SOUTH CAROLINA","Jun 30, 2006","23622","35000","PRIVATE"
"SOUTHERN CALIFORNIA GENERAL CONTRACTORS",2142,"CA SOUTHERN"," (LIUNA) CA SOUTHERN","Jun 30, 2018","237310",,"PRIVATE"
"SOUTHERN IDAHO CONTRACTORS GROUP, THE",3603,"ID"," (CJA) RC PACFIC NORTHWEST","May 31, 2019",,,"PUBLIC"
"SOUTHERN ILLINOIS BUILDERS ASSOCIATION",1718,"IL SOUTHERN, MO"," (UBC) DC GRTR ST LOUIS","May 6, 2008","23731","3000","PRIVATE"
"SOUTHERN ILLINOIS BUILDERS ASSOCIATION (BLDG DISTRICTS 7, 9)",1715,"IL SOUTHERN","LABORERS  (LIUNA) 0 SOUTHERN ILLINOIS","May 6, 2008","23622","2000","PRIVATE"
"SOUTHERN ILLINOIS BUILDERS ASSOCIATION & CONTR ASSOCIATION",1486,"IL SOUTHWEST","LABORERS  (LIUNA) 8 SOUTHWESTERN ILLINOIS","Jul 31, 2006","23731","4000","PRIVATE"
"SOUTHERN ILLINOIS BUILDERS ASSOCIATION & CONTRACTORS ASSOCIATION",1203,"IL","LABORERS - MASCOUTAH /  O'FALLON 670 / 742","Jul 31, 2022",,,"PRIVATE"
"SOUTHERN ILLINOIS BUILDERS ASSOCIATION & CONTRACTORS ASSOCIATION",1204,"IL","LABORERS- EAST ST. LOUIS 100","Jul 31, 2022",,,"PRIVATE"
"SOUTHERN ILLINOIS BUILDERS ASSOCIATION & CONTRACTORS ASSOCIATION",1205,"IL","LABORERS  (LIUNA) 397","Jul 31, 2022",,,"PRIVATE"
"SOUTHERN ILLINOIS CARBONDALE, BOARD OF TRUSTEES",2109,"IL","LABORERS  (LIUNA) 773","Aug 14, 2018","611310",,"PRIVATE"
"SOUTHERN NEVADA CEMENT MASONS",1887,"NV","PLASTERERS AND CEMENT MASONS AFL-CIO (OPCM) 797","Jun 30, 2012","238140","2176","PRIVATE"
"SOUTHERN NEVADA CEMENT PLASTERERS",1885,"NV","PLASTERERS AND CEMENT MASONS AFL-CIO (OPCM) 797","Jun 30, 2012","238140","2176","PRIVATE"
"SOUTHERN NEVADA CHAPTER OF NECA",957,"NV","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) 357","May 31, 2012","23821","1250","PRIVATE"
"SOUTHERN NEW ENGLAND TELECOMMUNICATIONS",438,"CT","COMMUNICATIONS WORKERS AFL-CIO (CWA) 1298 CT UNION OF TEL. WKRS.","Apr 4, 2009","517110","6000","PRIVATE"
"SOUTHLAKE COMMUNITY MENTAL HEALTH CENTER, INC. (REGIONAL)",4173,"IN","SERVICE EMPLOYEES (SEIU) 73 ","Sep 30, 2023",,,"PRIVATE"
"SOUTHWEST AIRLINES",4819,"NATIONAL","TRANSPORT WORKERS AFL-CIO (TWU) 556 AIR TRANSPORT SOUTHWEST AIRLINES FLIGHT ATTENDANTS","Apr 30, 2028","813930","21856","PRIVATE"
"SOUTHWEST AIRLINES CO.",2413,"TX","TRANSPORT WORKERS AFL-CIO (TWU) 222","Feb 18, 2021",,,"PRIVATE"
"SOUTHWEST AREA BUILDERS",2487,"MN","LABORERS  (LIUNA) 0 MINNESOTA-NORTH DAKOTA","Apr 30, 2019",,,"PRIVATE"
"SOUTHWEST LABORERS DISTRICT COUNCIL",1900,"NM"," (LIUNA) 154","Apr 30, 2010","212321","1252","PRIVATE"
"SOUTHWESTERN BELL TELEPHONE, L.P.",439,"DE, TX"," (CWA) ","Apr 4, 2009",,,"PRIVATE"
"SOUTHWESTERN LINE CONSTRUCTORS, NECA (OUTSIDE)",1095,"NM","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) 611","Jun 30, 2006","23821","1500","PRIVATE"
"SPARC",4335,"IL","SERVICE EMPLOYEES (SEIU) 73 ","Sep 30, 2023",,,"PRIVATE"
"SPENCER, TOWN OF  (TELECOMMUNICATORS)",4800,"MA","INTERNATIONAL BROTHERHOOD OF TEAMSTERS 170 ","Jun 30, 2023",,,"PUBLIC"
"SPENCER, TOWN OF (TOWN HALL CLERKS)",3942,"MA","TEAMSTERS (IBT) 170 ","Jun 30, 2023",,,"PUBLIC"
"SPENCER, TOWN OF (UTILITIES & FACILITIES UNIT)",3925,"MA","TEAMSTERS (IBT) 170 ","Jun 30, 2023",,,"PUBLIC"
"SPIRIT AEROSYSTEMS, INC.",2081,"KS","MACHINISTS AFL-CIO (IAM) 839","Jun 27, 2020","54171","1000","PRIVATE"
"SPOKANE CIVIC THEATRE",3890,"WA","MUSICIANS AFL-CIO (AFM) 105 ","Jun 30, 2023","711110",,"PRIVATE"
"SPRINGFIELD MASS TRANSIT (DISTRICT ACCESS)",4181,"IL","SERVICE EMPLOYEES (SEIU) 73 ","Jun 30, 2025",,,"PUBLIC"
"SPRINGFIELD PARTNERS FOR COMMUNITY ACTION",4876,"MA","AUTO WORKERS AFL-CIO (UAW) 2322 ","Jul 21, 2020",,,"PRIVATE"
"SPRINGFIELD SCHOOL COMMITTEE (TEACHERS)",3321,"MA SPRINGFIELD"," (NEA) SEA","Dec 30, 2001","611110","2050","PUBLIC"
"SPRINGFIELD SCHOOL DISTRICT - R-12 (TRANSPORTATION DEPARTMENT)",4081,"MO","TEAMSTERS (IBT) 245 ","Jun 30, 2021",,,"PUBLIC"
"SPRINGFIELD SCHOOL DISTRICT #186 (TEACHERS)",3427,"IL SPRINGFIELD"," (NEA) SEA","Aug 15, 2005","611110","1000","PUBLIC"
"SPRINGFIELD, CITY OF (PUBLIC UTILITIES)",3930,"IL","ENGINEERS, OPERATING, AFL-CIO (IUOE) 399 ","Sep 30, 2023",,,"PUBLIC"
"SPRINT-FLORIDA INC., SOUTH AREA",451,"FL","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) 199","Jul 1, 2005","517110","950","PRIVATE"
"SSP AMERICA",2545,"NV","CULINARY WORKERS UNION 226","Jun 1, 2023",,,"PRIVATE"
"SSP AMERICA (ORLANDO INTERNATIONAL AIRPORT)",4899,"FL","UNITE HERE  (UNITHE) 362 ","Oct 31, 2014",,,"PRIVATE"
"SSP AMERICA (ORLANDO INTERNATIONAL AIRPORT)",4898,"FL","UNITE HERE  (UNITHE) 362 ","Mar 31, 2025",,,"PRIVATE"
"ST. CHARLES COUNTY AMBULANCE DISTRICT(SCCAD)",4458,"MO","TEAMSTERS (IBT) 618 ","Dec 31, 2026",,,"PRIVATE"
"ST. CLOUD AREA BUILDERS",2496,"MN"," (LIUNA) ","Apr 30, 2019",,,"PRIVATE"
"ST. CROIX CHIPPING, LLC",4575,"ME","STEELWORKERS, AFL-CIO (USW) /STEELWORKERS, AFL-CIO (USW) 04 27 ","Sep 20, 2024",,,"PRIVATE"
"ST. JOHN'S RIVERSIDE HOSPITAL (ANDRUS PAVILION)",2498,"NY"," (SEIU) 1199","Oct 31, 2004",,,"PRIVATE"
"ST. JOHN'S RIVERSIDE HOSPITAL (PARK CARE PAVILION)",2499,"NY"," (SEIU) 1199","Oct 31, 2004",,,"PRIVATE"
"ST. LOUIS AUTO DEALERS ASSOCIATION",694,"MO ST LOUIS","MACHINISTS AFL-CIO (IAM) 9","Sep 30, 2007","441110","1500","PRIVATE"
"ST. LOUIS BOARD OF EDUCATION (TEACHERS)",3414,"MO ST LOUIS"," (AFT) 420","Jun 30, 2004","611110","4500","PUBLIC"
"ST. LOUIS SPECIAL SCHOOL DISTRICT (TEACHERS)",2653,"MO ST LOUIS"," (NEA) SDNEA","Jun 30, 2006","611110","2000","PUBLIC"
"ST. LUKE'S-ROOSEVELT HOSPITAL CENTER (RNS)",840,"NY NEW YORK","ANA/NYSNA -","Dec 31, 2004","62211","2000","PRIVATE"
"ST. LUKES-ROOSEVELT HOSPITAL CENTER",841,"NY"," (NURSES) NY STATE ASSOC.","Dec 31, 2010","62211","2000","PRIVATE"
"ST. MARYS CEMENT, INC (US)",2461,"MI","BOILERMAKERS AFL-CIO (BBF) 480 D CEMENT WORKERS","Apr 30, 2020",,,"PRIVATE"
"ST. PAUL GROCERY EMPLOYERS (MEAT & GROCERY)",630,"MN ST PAUL","FOOD AND COMMERCIAL WKRS (UFCW) 789","Mar 5, 2005","445110","5000","PRIVATE"
"ST. PAUL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 625 (TEACHERS ASSISTANTS)",2699,"MN"," (IBT) 320","Jun 30, 2006","611110","1000","PUBLIC"
"ST. PAUL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 625 (TEACHERS)",2807,"MN ST PAUL"," (AFT) SPFT 28","Jun 30, 2005","611110","2850","PUBLIC"
"ST. PAUL, CITY OF (PUBLIC WORKS)",4475,"MN","TEAMSTERS (IBT) 120 ","Dec 31, 2025",,,"PUBLIC"
"ST. PETERSBURG, CITY OF (BLUE COLLAR UNIT)",2899,"FL ST PETERSBG","SERVICE EMPLOYEES (SEIU) 1220 NAT'L CONFERENCE OF FIREMEN & OILER","Sep 30, 2008","921190","900","PUBLIC"
"ST. PETERSBURG, CITY OF (BLUE COLLAR UNIT)",2900,"FL","SERVICE EMPLOYEES (SEIU) 1220 NAT'L CONFERENCE OF FIREMEN & OILER","Sep 30, 2011","921190","1000","PUBLIC"
"ST. VINCENT MERCY MEDICAL CENTER (NURSING)",1915,"OH","AUTO WORKERS AFL-CIO (UAW) 12","Oct 24, 2009","922120","1100","PRIVATE"
"ST. VINCENT MERCY MEDICAL CENTER (SERVICE)",1914,"OH","AUTO WORKERS AFL-CIO (UAW) 12","Oct 24, 2009","922120","1100","PRIVATE"
"STAMFORD BOARD OF EDUCATION (TEACHERS)",3330,"CT STAMFORD"," (NEA) SEA","Jun 30, 2004","611110","1300","PUBLIC"
"STANDARD STEEL LLC",196,"PA BURNHAM","STEELWORKERS, AFL-CIO (USW) 10 1940 S","Apr 1, 2007","331111","900","PRIVATE"
"STANFORD HEALTH SERVICES (RNS)",847,"CA STANFORD"," (CRONA) -","Mar 31, 2007","62211","1100","PRIVATE"
"STANFORD HOSP.& CLINICS/ LUCILE PACKARD CHILDREN'S HOSP",1113,"CA","SERVICE EMPLOYEES (SEIU) 715","Nov 4, 2008","62211","1200","PRIVATE"
"STANFORD HOSP.& CLINICS/ LUCILE PACKARD CHILDREN'S HOSP",1114,"CA STANFORD","SERVICE EMPLOYEES (SEIU) 715","Nov 4, 2005","62211","1200","PRIVATE"
"STAR INCORPORATED",2406,"IL"," (CJA) RC CHICAGO","May 31, 2020",,,"PRIVATE"
"STATE BANK OF INDIA",1932,"NY"," (UAW) 2110","Jun 30, 2011","813319","1500","PRIVATE"
"STEAMBOAT SKI AND RESORT CORPORATION",3982,"CO","COMMUNICATIONS WORKERS AFL-CIO (CWA) 7781 UNITED PROFESSIONAL SKI PATROLS OF AMERICA/STEAMBOAT PROFESSIONAL SKI PATROL ASSOCIATION ","Aug 31, 2020",,,"PRIVATE"
"STEEL & IRON CONTRACTORS ASSOCIATION & CEA OF CLEVELAND",1593,"OH CLEVELAND","IRON WORKERS AFL-CIO (BSOIW) 17","Jul 31, 2004","23819","1300","PRIVATE"
"STEEL ERECTION AND CRANE RENTAL ASSOCIATION OF CENTRAL ALABAMA, INC.",4740,"AL","IRON WORKERS AFL-CIO (BSOIW) 92 ","Aug 31, 2027",,,"PRIVATE"
"STEEL ERECTORS (CHAPTER OF THE BUILDERS ASSOCIATION OF EASTERN OHIO & WESTERN PENNSYLVANIA)",3845,"OH, PA","IRON WORKERS AFL-CIO (BSOIW) 207 ","May 31, 2027",,,"PRIVATE"
"STEILACOOM, TOWN OF (PUBLIC SAFETY)",4131,"WA","TEAMSTERS (IBT) 117 ","Dec 31, 2022",,,"PUBLIC"
"STEVENS EXHIBITS",2407,"IL"," (CJA) RC CHICAGO","May 31, 2020",,,"PRIVATE"
"STOCKTON UNIFIED SCHOOL DISTRICT (GENERAL SERVICE)",2903,"CA STOCKTON","SEIU/CSEA CH 318","Jun 30, 2005","611110","1000","PUBLIC"
"STOCKTON UNIFIED SCHOOL DISTRICT (TEACHERS)",2904,"CA STOCKTON"," (NEA) STA","Aug 31, 2005","611110","2000","PUBLIC"
"STOP & SHOP",2245,"NJ","FOOD AND COMMERCIAL WKRS (UFCW) 464 A","Apr 19, 2003",,,"PRIVATE"
"STOP & SHOP (WAS GRAND UNION) (MEAT & SERVICE DEPT.)",567,"NJ","FOOD AND COMMERCIAL WKRS (UFCW) 464 A","Aug 18, 2007","445110","1050","PRIVATE"
"STOP & SHOP AND FIRST NATIONAL SUPERMARKETS, INC.",580,"NJ NY","FOOD AND COMMERCIAL WKRS (UFCW) 464 A","Nov 8, 2008","445120","1000","PRIVATE"
"STOP & SHOP STORES (W. MA CLERKS)",702,"MA","FOOD AND COMMERCIAL WKRS (UFCW) 1459","Feb 17, 2007","445110","2000","PRIVATE"
"STOP & SHOP SUPERMARKET CO (CLERKS)",631,"MA RI"," (UFCW) 3,281,445","Feb 17, 2007","445110","14400","PRIVATE"
"STOP & SHOP SUPERMARKET CO (MEAT, FISH, DELI, BAKE)",632,"CT, WESTRN MA","FOOD AND COMMERCIAL WKRS (UFCW) 371","Feb 14, 2004","445110","3300","PRIVATE"
"STOP & SHOP SUPERMARKET CO.",581,"NY","FOOD AND COMMERCIAL WKRS (UFCW) 464 A","Aug 18, 2007","445110","1000","PRIVATE"
"STOP & SHOP SUPERMARKET CO.",609,"NY","UFCW/RWDSU 338","Oct 7, 2006","445110","1500","PRIVATE"
"STOP & SHOP SUPERMARKET CO. (WAS EDWARDS)",600,"CT WESTERN MA","FOOD AND COMMERCIAL WKRS (UFCW) 371","Feb 17, 2007","445110","1875","PRIVATE"
"STOP & SHOP SUPERMARKET COMPANY (MOA)",660,"NJ NY","FOOD AND COMMERCIAL WKRS (UFCW) 1262","Apr 18, 2009","445110","5500","PRIVATE"
"STOP & SHOP SUPERMARKET COMPANY LLC",2168,"MA SOUTH DENNIS","FOOD AND COMMERCIAL WKRS (UFCW) 1500 UFCW UNION LOCAL 1500","Dec 30, 2017","445110",,"PRIVATE"
"STOP & SHOP SUPERMARKET COMPANY, LLC., THE",1134,"NY","FOOD AND COMMERCIAL WKRS (UFCW) 371","Aug 13, 2022",,"200","PRIVATE"
"STOP AND SHOP (WAS INDEPENDENT MEAT CONTRACT)",691,"NY","FOOD AND COMMERCIAL WKRS (UFCW) 342 050","Oct 25, 2007","445110","3400","PRIVATE"
"STOP AND SHOP SUPERMARKET",16,"MA NANTUCKET","FOOD AND COMMERCIAL WKRS (UFCW) 328","Feb 17, 2007","445110","1000","PRIVATE"
"STOP AND SHOP SUPERMARKET (CLERKS)",701,"CT","FOOD AND COMMERCIAL WKRS (UFCW) 919 UNITED FOOD&COMM. WORKERS LOCAL 919","Feb 17, 2007","445110","9250","PRIVATE"
"STOP AND SHOP SUPERMARKET (MEAT DEPT.)",692,"RI E MA"," (UFCW) 3,281,445","Feb 17, 2007","445110","2900","PRIVATE"
"STOP AND SHOP SUPERMARKET COMPANY, LLC",2206,"RI","FOOD AND COMMERCIAL WKRS (UFCW) 328","Feb 27, 2016",,,"PRIVATE"
"STOP& SHOP (WAS EDWARDS SUPER FOODS)",571,"NY","FOOD AND COMMERCIAL WKRS (UFCW) 1500 UFCW UNION LOCAL 1500","May 26, 2010","445110","1500","PRIVATE"
"STOP& SHOP (WAS EDWARDS SUPER FOODS)",572,"NY","FOOD AND COMMERCIAL WKRS (UFCW) 1500 UFCW UNION LOCAL 1500","Jun 24, 2006","445110","1500","PRIVATE"
"STORM LAKE, CITY OF (POLICE - DETECTIVES)",4191,"IA","TEAMSTERS (IBT) 554 ","Jun 30, 2023",,,"PUBLIC"
"STORYCORPS",3805,"NY","COMMUNICATIONS WORKERS AFL-CIO (CWA) 1180 ","Oct 20, 2022",,,"PRIVATE"
"STREATOR, CITY OF",4530,"IL","LABORERS  (LIUNA) 393 ","Sep 30, 2028",,,"PUBLIC"
"STRONG COVERING FACILITIES INC.",2555,"MN","TEAMSTERS (IBT) 638","May 31, 2022",,"9","PRIVATE"
"STRUCTURAL STEEL ERECTORS",1535,"NY"," (BSOIW) -","Jun 30, 2005","23661","2000","PRIVATE"
"STRUCTURAL STEEL ERECTORS",1536,"NY"," (IUOE) ","Jun 30, 2006",,,"PRIVATE"
"STUDENT ACTION WITH FARMWORKERS",2190,"DC"," (IUE/CWA) 83188","Jul 31, 2016",,,"PRIVATE"
"STUPP CORPORATION",3740,"LA","STEELWORKERS, AFL-CIO (USW) 09 6296 S ","Mar 11, 2023",,,"PRIVATE"
"STURBRIDGE, TOWN OF (FIREFIGHTERS)",3920,"MA","TEAMSTERS (IBT) 170 ","Jun 30, 2024",,,"PUBLIC"
"SUFFOLK COUNTY (BLUE COLLAR UNIT 6)",2997,"NY HAUPPAUGE"," (SCAME-1) ","Dec 31, 2003",,,"PUBLIC"
"SUFFOLK COUNTY (POLICE DEPARTMENT)",3048,"NY HAUPPAUGE"," (PBA-I) ","Dec 31, 2003","922120","1900","PUBLIC"
"SUFFOLK COUNTY (WHITE COLLAR UNIT 2)",2996,"NY HAUPPAUGE"," (SCAME-1) ","Dec 31, 2003",,,"PUBLIC"
"SUFFOLK COUNTY COMMUNITY COLLEGE (FACULTY)",2688,"NY HAUPPAUGE"," (AFT) FASCC","Aug 31, 2005","611210","1450","PUBLIC"
"SUGARCREEK BOROUGH (MAINTENANCE / CLERICAL)",3943,"PA","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) 2154 ","Apr 30, 2027",,,"PUBLIC"
"SULTAN, CITY OF (PUBLIC WORKS)",4341,"WA","PUBLIC, PROFESSIONAL, & OFFICE-CLERICAL EMPLOYEES AND DRIVERS 763/TEAMSTERS (IBT) 763 ","Dec 31, 2026",,,"PUBLIC"
"SUN CHEMICAL CORPORATION",2575,"NJ"," (GCC/IBT) 612M","May 31, 2019",,,"PRIVATE"
"SUNBURST PAPERS(WAS CHAMPION INTERNATIONAL)",130,"NC CANTON","UPIU/PACE 507","Aug 31, 2006","322121","1300","PRIVATE"
"SUNSET FOOD MART, INC.",2420,"IL","INDEPENDENT FOOD CLERKS ","Sep 12, 2015",,,"PRIVATE"
"SUPERFRESH (BALTIMORE DIVISION)",613,"MD","FOOD AND COMMERCIAL WKRS (UFCW) 27","Aug 4, 2012","445110","1875","PRIVATE"
"SUPERFRESH MARKETS, INC.",612,"MD BALTIMORE","FOOD AND COMMERCIAL WKRS (UFCW) 27","Mar 27, 2004","445110","1875","PRIVATE"
"SUPERFRESH MARKETS, INC.",640,"NJ PA","FOOD AND COMMERCIAL WKRS (UFCW) 56","Nov 1, 2008","445110","1050","PRIVATE"
"SUPERIOR EXHIBITS & DESIGN, INC",2408,"IL"," (CJA) RC CHICAGO","May 31, 2020",,,"PRIVATE"
"SUPERIOR TRUSS & PANEL, INC.",2405,"IL"," (CJA) RC CHICAGO","Mar 31, 2021",,,"PRIVATE"
"SUPERSTITION CRUSHING",2104,"AZ PHOENIX","ENGINEERS, OPERATING, AFL-CIO (IUOE) 0","Oct 23, 2016","212321",,"PRIVATE"
"SUPERSTITION CRUSHING, LLC",2105,"AZ","ENGINEERS, OPERATING, AFL-CIO (IUOE) 428","Oct 23, 2019",,"30","PRIVATE"
"SUPERSTITION CRUSHING, LLC",2600,"AZ","ENGINEERS, OPERATING, AFL-CIO (IUOE) 428","Oct 23, 2019","212321",,"PRIVATE"
"SUTTON, TOWN OF",4468,"MA","TEAMSTERS (IBT) 170 ","Jun 30, 2024",,,"PUBLIC"
"SWEDISH MEDICAL CENTER",760,"WA SEATTLE","SERVICE EMPLOYEES (SEIU) 1199 NW SEIU HEALTH CARE 1199 NORTHWEST","Jun 30, 2008","62211","1100","PRIVATE"
"SWEDISH MEDICAL CENTER",761,"WA SEATTLE","SERVICE EMPLOYEES (SEIU) 1199 NW SEIU HEALTH CARE 1199 NORTHWEST","Jun 30, 2015","62211","1100","PRIVATE"
"SWEDISH MEDICAL CENTER",873,"WA SEATTLE","SERVICE EMPLOYEES (SEIU) 1199 NW SEIU HEALTH CARE 1199 NORTHWEST","Mar 31, 2005","62211","1300","PRIVATE"
"SWEDISH MEDICAL CENTER (RN UNIT)",762,"WA","SERVICE EMPLOYEES (SEIU) 1199 NW SEIU HEALTH CARE 1199 NORTHWEST","Jun 30, 2011","62211","2000","PRIVATE"
"SWEDISH MEDICAL CENTER (SERVICE UNIT)",874,"WA","SERVICE EMPLOYEES (SEIU) 1199 NW SEIU HEALTH CARE 1199 NORTHWEST","Jun 30, 2011","62211","1300","PRIVATE"
"SWEDISH MEDICAL CENTER (TECHNICAL UNIT)",1783,"WA","SERVICE EMPLOYEES (SEIU) 1199 NW SEIU HEALTH CARE 1199 NORTHWEST","Jun 30, 2011","62211","1300","PRIVATE"
"SWIFT & COMPANY (WAS MONFORT INC.)",84,"KY LOUISVILLE","FOOD AND COMMERCIAL WKRS (UFCW) 227","Jun 25, 2006","311611","1100","PRIVATE"
"SWIFT AND CO.",887,"NE GRAND ISLAND","FOOD AND COMMERCIAL WKRS (UFCW) 22","Feb 28, 2010","311611","1800","PRIVATE"
"SYRACUSE AREA LANDMARK THEATRE",4382,"NY","STAGE AND PICTURE OPERATORS AFL-CIO (IATSE) 9 ","Jun 30, 2020",,,"PRIVATE"
"SYRACUSE CITY SCHOOL DISTRICT (TEACHERS)",3320,"NY SYRACUSE"," (NEA) STA - UNIT 1","Jun 30, 2006","611110","1075","PUBLIC"
"SYRSTONE, INC (SHOP)",3888,"NY","ENGINEERS, OPERATING, AFL-CIO (IUOE) 158 ","Jun 30, 2027",,,"PRIVATE"
"SYSTEMS UNLIMITED, INC.",2412,"IL"," (CJA) RC CHICAGO","May 31, 2019",,,"PRIVATE"
"T-SQUARE LOGISTIC SERVICES CORPORATION (SCOTT AFB)",4469,"IL","MACHINISTS AFL-CIO (IAM) 9 ","Mar 30, 2027",,,"PRIVATE"
"T3 EXPO",3954,"MA","PAINTERS AFL-CIO (PAT) 10 ","Jul 31, 2023",,,"PRIVATE"
"TACOMA HOUSING AUTHORITY (ADMIN STAFF)",4063,"WA","OFFICE AND PROFESSIONAL EMPLS AFL-CIO (OPEIU) 8 ","Jun 30, 2026",,,"PUBLIC"
"TACOMA HOUSING AUTHORITY (MAINTENANCE)",4271,"WA","WASHINGTON BUILDING AND CONSTRUCTION TRADES COUNCIL ","May 31, 2026",,,"PUBLIC"
"TACOMA MUNICIPAL COURT (COURT CLERK)",3674,"WA","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) 483","Dec 31, 2021",,,"PUBLIC"
"TACOMA PUBLIC LIBRARY",3675,"WA","TEAMSTERS 117","Dec 31, 2021",,,"PUBLIC"
"TACOMA PUBLIC LIBRARY",3676,"WA","WASHINGTON STATE COUNCIL OF COUNTY AND CITY EMPLOYEES (AFSCME) 120","Dec 31, 2022",,,"PUBLIC"
"TACOMA PUBLIC LIBRARY (LIBRARY EMPLOYEES)",3756,"WA","THE WASHINGTON STATE COUNCIL OF COUNTY AND CITY EMPLOYEES (AFSCME) 120","Dec 31, 2022",,,"PUBLIC"
"TACOMA PUBLIC LIBRARY (OFFICE STAFF)",3755,"WA","TEAMSTERS (IBT) 117 ","Dec 31, 2024",,,"PUBLIC"
"TACOMA SCHOOL DISTRICT 10 BOARD OF DIRECTORS (PROFESSIONALS)",3222,"WA TACOMA"," (NEA) TEA","Aug 31, 2005","611110","2300","PUBLIC"
"TACOMA, CITY OF",3743,"WA","PROFESSIONAL & TECHNICAL EMPLOYEES LOCAL 17 (PROTEC17) ","Dec 31, 2022",,,"PUBLIC"
"TACOMA, CITY OF (CLERICAL UNIT)",3650,"WA","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) 483","Dec 31, 2019",,,"PUBLIC"
"TACOMA, CITY OF (CLERICAL UNIT)",3745,"WA","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) 483 ","Dec 31, 2023",,,"PUBLIC"
"TACOMA, CITY OF (CLERICAL)",3666,"WA","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) 483","Dec 31, 2023",,,"PUBLIC"
"TACOMA, CITY OF (COURT CLERK)",3651,"WA","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) 483","Dec 31, 2018",,,"PUBLIC"
"TACOMA, CITY OF (COURT CLERKS)",3748,"WA","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) 483 ","Dec 31, 2025",,,"PUBLIC"
"TACOMA, CITY OF (CUSTODIAL & BUILDING MAINT.)",3710,"WA","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) 483","Dec 31, 2022",,,"PUBLIC"
"TACOMA, CITY OF (CUSTODIAL & MAINTENANCE)",3652,"WA","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) 483","Dec 31, 2019",,,"PUBLIC"
"TACOMA, CITY OF (CUSTODIAL)",3749,"WA","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) 483 ","Dec 31, 2022",,,"PUBLIC"
